Time (s),dose,REG_SET,MCU_SEFI,REG_DSEE,SRAM_SEL,MCU_SEL,DOSE (rad)
1259.0,,0.12420121512556986,0.04951155314278107,8.129901710744306e-09,0.0907630699678151,0.017910844431285575,0.19532799305195458
1320.0,,0.12704343171277102,0.05065255163969741,8.558118884546873e-09,0.09282086357972766,0.018327649117414246,0.19742471886019136
1379.0,,0.1283065631289862,0.051162005784867674,8.78777152488578e-09,0.09372531440902822,0.01851429830725716,0.19749525795396608
1440.0,,0.12798028236956294,0.051035748179331264,8.815703091689836e-09,0.09347067887878138,0.018469564171405793,0.19554240786634713
1499.0,,0.12614560380746478,0.05030614058924093,8.656383473917542e-09,0.0921182001865986,0.01820556929589874,0.1917036474726554
1560.0,,0.12288170207427966,0.04900505708161248,8.332573309905151e-09,0.08972699445673063,0.017734356640081897,0.18603763414525976
1620.0,,0.11841684013331161,0.047223862400236384,7.88485078890403e-09,0.0864651301121644,0.017089519557842384,0.17884805736160192
1679.0,,0.11294824215691895,0.04504163010701354,7.351102854809341e-09,0.08247723938898428,0.016300153703960783,0.17035488373011198
1740.0,,0.10672319851689643,0.04255740019413273,6.7712449187671575e-09,0.0779440247450971,0.01540248593406337,0.1608550853705106
1799.0,,0.099996103264724,0.03987300630592223,6.180915365066345e-09,0.07305083347744118,0.014433620636598116,0.1506596301866535
1860.0,,0.0929707581277626,0.0370700252629672,5.6058277594086596e-09,0.06794578557220043,0.013423212334036174,0.1400134724746596
1919.0,,0.0858635231356183,0.03423495749189322,5.067367479597603e-09,0.06278569236953356,0.012402532329124917,0.12919666408698796
1980.0,,0.07882714741529552,0.031428718537157695,4.57265061042126e-09,0.05767910366651178,0.011393052787004549,0.11843651023847233
2039.0,,0.07188954584196561,0.028662309785175595,4.115220967178413e-09,0.052642934420503565,0.010397975625828731,0.10779701001785613
2100.0,,0.06523703058111435,0.02600990096515643,3.699760698872522e-09,0.04780996605752028,0.009443402316028299,0.09758241749754669
2160.0,,0.058887371173730524,0.023478467549405888,3.3206716372524986e-09,0.04319158002814023,0.008531460879154667,0.08783453010858037
2219.0,,0.05288386437792533,0.02108518368476314,2.9752070275822854e-09,0.038818489441195855,0.007668119711409954,0.07863015855856238
2280.0,,0.04724216379291782,0.018836220852113558,2.6599777254605752e-09,0.03470194108584638,0.006855522553577589,0.07000011830089457
2339.0,,0.0419285791186142,0.01671809686100431,2.3697830421918842e-09,0.030817574889890512,0.00608880210945102,0.061897112043416865
2400.0,,0.03709946273904343,0.014793098439667357,2.110392286490812e-09,0.02728050080284632,0.005390635045796894,0.05456055609271103
2459.0,,0.03266736134995684,0.013026338124386963,1.8749051146071566e-09,0.024027884318608285,0.004748588262899521,0.047855921756628186
2520.0,,0.02863950397352635,0.011420681637635223,1.6621362670501589e-09,0.02106626927074962,0.004163934772507269,0.04179147668653932
2579.0,,0.025022428228755476,0.009978728181191882,1.4712947883302464e-09,0.01840185029537592,0.003637889085354217,0.03637286047505172
2640.0,,0.021766167640380817,0.008680558068705931,1.2989818988693458e-09,0.01599918130841921,0.0031634520641868956,0.03152038810093756
2700.0,,0.01886050871891136,0.007522103504110273,1.1441886886574035e-09,0.013851985705917667,0.0027393886813710045,0.02721383216990561
2759.0,,0.016302871226216344,0.006502344314425752,1.006566012994817e-09,0.01195955964253904,0.002365569836314222,0.02344383493173065
2820.0,,0.014030522108866414,0.00559627843295658,8.827010289498704e-10,0.010276523719037567,0.0020330437002848687,0.020112683839643007
2879.0,,0.0120500569782896,0.004806547240997509,7.730560304305132e-10,0.008808632173312066,0.001742960911344102,0.01722511670978124
2940.0,,0.010315987295214036,0.004115024772683986,6.754044166286136e-10,0.007523019810082182,0.0014888423038818552,0.014709808651763943
2999.0,,0.008812018546779526,0.003515227635507911,5.89419231777225e-10,0.006408721733160978,0.0012685372486099767,0.01253774442325402
3060.0,,0.007504392947507139,0.002993705694544682,5.136894505793425e-10,0.005441421808996213,0.0010772535636284519,0.010655847017019427
3119.0,,0.0063778980078699875,0.002544401973243167,4.4770524414372327e-10,0.004610077155535363,0.0009128206480999573,0.009039140866692429
3180.0,,0.005396656257237491,0.002153014712720281,3.896249708004792e-10,0.003888116919288169,0.0007699939427998085,0.007634000136456206
3240.0,,0.004560011532319594,0.0018192886566311044,3.395999960313379e-10,0.0032747374480985806,0.0006486239039048944,0.006438005845123497
3299.0,,0.0038462311987363077,0.001534560436104247,2.964842615823596e-10,0.0027535022483458015,0.0005454668049184055,0.005419051494038939
3360.0,,0.0032353373913589756,0.0012908650264532426,2.5918470307266757e-10,0.002309291692073729,0.0004575372547679434,0.004547958843156141
3419.0,,0.0027156421074194864,0.0010835431720676496,2.27080028619598e-10,0.0019330716283157338,0.0003830527076110081,0.0038076447589960333
3480.0,,0.0022759606880448776,0.0009081356482000577,1.9956447909024395e-10,0.001616211951258249,0.00032030946903090386,0.003181907199997604
3539.0,,0.00190263787262891,0.0007591968924366379,1.7586142050111968e-10,0.0013483853315446525,0.0002672665951840632,0.0026511423727416912
3600.0,,0.001587494375543098,0.0006334653966366868,1.5552539657827712e-10,0.0011232942285496058,0.0002226801571264433,0.0022036082900179967
3659.0,,0.001322861489725868,0.0005278829675912423,1.3813808910145296e-10,0.0009350775720340026,0.00018539197084843507,0.0018283218910646903
3720.0,,0.0010997573107358292,0.0004388671148745669,1.2318427016919396e-10,0.0007770247008432658,0.00015407483103111496,0.0015124629630948257
3780.0,,0.0009132599915822223,0.0003644549565800965,1.1040856598908929e-10,0.0006453820964530332,0.00012798685040389722,0.001248977836487582
3839.0,,0.0007562451326124428,0.0003018045788891622,9.939606417569402e-11,0.0005349048228190369,0.00010609012671199177,0.0010277089169428131
3900.0,,0.0006263789228218441,0.00024998536752774786,9.005714595897276e-11,0.0004437774663664532,8.802608481324563e-05,0.0008452592811378655
3959.0,,0.0005177294213002744,0.0002066308651723367,8.20386491424078e-11,0.00036770229637200476,7.29438142148415e-05,0.0006931734698586956
4020.0,,0.00042704836495726273,0.00017044531370505808,7.516703488181586e-11,0.0003043070838054597,6.0373793705317046e-05,0.0005667868208242371
4079.0,,0.00035176617200313146,0.00014040368665875106,6.931217948991332e-11,0.0002517238607268795,4.994628714939038e-05,0.0004623904985382139
4140.0,,0.0002895627382979629,0.00011558044075127978,6.435614349156035e-11,0.00020828284464191507,4.1330700475503684e-05,0.00037663083472922197
4199.0,,0.0002377542675162971,9.49048184054609e-05,6.014233942635156e-11,0.00017207893799691098,3.4149617127150605e-05,0.0003056759626553625
4260.0,,0.00019511046379260547,7.788605349344274e-05,5.662344919670217e-11,0.00014223605722048967,2.822959935646623e-05,0.0002477114251952285
4320.0,,0.00016004487325452482,6.389120345610703e-05,5.37158596247344e-11,0.00011763911523465365,2.334972143146294e-05,0.0002004490300157241
4379.0,,0.00013107941482997092,5.233051774272177e-05,5.131985428199336e-11,9.724942694224712e-05,1.9304132619275354e-05,0.00016178349385188927
4440.0,,0.00010730008983959065,4.28393395933975e-05,4.9368993484989584e-11,8.042878023721525e-05,1.59663745656283e-05,0.00013038735022347694
4499.0,,8.787934174888024e-05,3.5087494097716305e-05,4.7805913720751936e-11,6.660737516735346e-05,1.3223518279981756e-05,0.00010505547318891382
4560.0,,7.193529321311489e-05,2.8723095863897196e-05,4.656995924835987e-11,5.5178201090593923e-05,1.0955209024879813e-05,8.453154019395414e-05
4619.0,,5.891162324671453e-05,2.3524181458694378e-05,4.562663624063522e-11,4.5765149063230136e-05,9.086883751169534e-06,6.800329032242855e-05
4680.0,,4.828327064664819e-05,1.9281244290578537e-05,4.494311668515645e-11,3.801252813786712e-05,7.548008965629784e-06,5.4716600620577554e-05
4739.0,,3.961473997657399e-05,1.5820510378288925e-05,4.4492686429745434e-11,3.162578579112266e-05,6.280167267037904e-06,4.405009954976518e-05
4800.0,,3.252380636390018e-05,1.2989451777742043e-05,4.425304391204027e-11,2.6344670833844915e-05,5.2317347176200365e-06,3.546783494165992e-05
4860.0,,2.6764153573709407e-05,1.0689784595215493e-05,4.420800028212685e-11,2.200554173256733e-05,4.3702549723831495e-06,2.8615150733273563e-05
4919.0,,2.2050680444551664e-05,8.807724930588063e-06,4.4342499598395225e-11,1.8411429075238248e-05,3.6566460552117732e-06,2.310510873264733e-05
4980.0,,1.821871837917119e-05,7.277562382790947e-06,4.464349297051987e-11,1.5452417904401463e-05,3.069102828963344e-06,1.8705651368526053e-05
5039.0,,1.5078004289579656e-05,6.023355903251054e-06,4.510311903977475e-11,1.2995298591751729e-05,2.5811894583518897e-06,1.5165504289327256e-05
5100.0,,1.2502722378829026e-05,4.9948898586818485e-06,4.571470894914022e-11,1.0953154254031725e-05,2.1756576352109747e-06,1.231656555068607e-05
5159.0,,1.0403717560331836e-05,4.1565825053801125e-06,4.646672318831199e-11,9.265500428650027e-06,1.8405049758139478e-06,1.0038090760410954e-05
5220.0,,8.683359876041922e-06,3.4694614727464473e-06,4.735508531313326e-11,7.8626824200859e-06,1.5619055497502282e-06,8.205878220953136e-06
5279.0,,7.266088162928343e-06,2.9033626190187783e-06,4.837860439315737e-11,6.6903527088417605e-06,1.3290711407333127e-06,6.725110829177724e-06
5340.0,,6.10102024240386e-06,2.4379747880233974e-06,4.952948987396636e-11,5.712573032923444e-06,1.1348681644419749e-06,5.531025974712644e-06
5400.0,,5.141276187635756e-06,2.0545822297696556e-06,5.08033393906062e-11,4.895272497863234e-06,9.725327996184106e-07,4.566077275468787e-06
5459.0,,4.348900970905108e-06,1.738031447968391e-06,5.2195927509932464e-11,4.2105494955010355e-06,8.365256288014211e-07,3.7844809327685293e-06
5520.0,,3.690853489924977e-06,1.4751295185483153e-06,5.3709066426272444e-11,3.633503854916489e-06,7.219026459898652e-07,3.147601690758068e-06
5579.0,,3.1452739090559485e-06,1.2571486315804184e-06,5.533330300170492e-11,3.1480228581331746e-06,6.254647795543704e-07,2.629433537610014e-06
5640.0,,2.6917614414546047e-06,1.075942480975641e-06,5.7063985694400974e-11,2.738550783575795e-06,5.441231929610143e-07,2.2066520389035227e-06
5699.0,,2.3124069539506003e-06,9.243589734068393e-07,5.890346789309678e-11,2.3910517246524895e-06,4.750905966585844e-07,1.85944228219334e-06
5760.0,,1.9955488823858496e-06,7.977413639976685e-07,6.083965219053893e-11,2.0966216905081233e-06,4.1659890636985393e-07,1.5746333268969915e-06
5819.0,,1.73111117222075e-06,6.920657482567193e-07,6.285808796621826e-11,1.8474242787941115e-06,3.6709193906360506e-07,1.3411131521556525e-06
5880.0,,1.5080208021517814e-06,6.029090982882619e-07,6.496797102250485e-11,1.6342713436619184e-06,3.247447942325446e-07,1.147485647190874e-06
5940.0,,1.3207846069284472e-06,5.280777324269154e-07,6.714480836721606e-11,1.452943290215984e-06,2.887195323518107e-07,9.876972058859753e-07
5999.0,,1.1577486187268486e-06,4.6291520102247483e-07,6.946303998223809e-11,1.2929300122581508e-06,2.569283320382055e-07,8.508564194439288e-07
6239.0,,7.275480921543997e-07,2.909542303022668e-07,7.903769103113744e-11,8.582377096991534e-07,1.7056089779100697e-07,5.025044428492397e-07
6480.0,,4.969944767225849e-07,1.987820360865006e-07,8.8852947620572e-11,6.145461359171854e-07,1.2214039508493404e-07,3.260044625718353e-07
6720.0,,3.694804394652898e-07,1.477969833368383e-07,9.811588786677305e-11,4.7483619649048136e-07,9.438020765310492e-08,2.3280071019751715e-07
6960.0,,2.9615598808485426e-07,1.1847605457905289e-07,1.0653318872626593e-10,3.9251782315531393e-07,7.802399259712658e-08,1.8107504217355538e-07
7199.0,,2.534289776480617e-07,1.0138911462195987e-07,1.1395598845801521e-10,3.44054134250297e-07,6.839532627846133e-08,1.5169993860488637e-07
7439.0,,2.2934368176513672e-07,9.175663097188928e-08,1.2032321748012995e-10,3.170590848435764e-07,6.303326442657953e-08,1.354244330537731e-07
7680.0,,2.1770893322999017e-07,8.71032847855116e-08,1.2561578984345156e-10,3.0493710126892316e-07,6.062738259924999e-08,1.276379421579433e-07
7920.0,,2.1522296681744739e-07,8.610883107261489e-08,1.2984748617703323e-10,3.040892717650448e-07,6.04626896162992e-08,1.2597195284879374e-07
8159.0,,2.2006401101234592e-07,8.804470533602957e-08,1.3306238749373707e-10,3.1247275943880594e-07,6.21333792704434e-08,1.291821307944911e-07
8399.0,,2.314970732196786e-07,9.261686557752407e-08,1.353903978536157e-10,3.293128453099464e-07,6.548576952553696e-08,1.368171082089527e-07
8640.0,,2.491645510893156e-07,9.96821354714175e-08,1.368910682833732e-10,3.541584578600812e-07,7.04303712072942e-08,1.4872124109065894e-07
8880.0,,2.731432152511487e-07,1.0927099807199087e-07,1.3767585262436967e-10,3.8708035751867096e-07,7.698148029167729e-08,1.6506363491187295e-07
9120.0,,3.0380469915039023e-07,1.2153180347120396e-07,1.3785142144891705e-10,4.2847696872129815e-07,8.521853716159612e-08,1.8624604622897762e-07
9359.0,,3.415602136848165e-07,1.3662868090905111e-07,1.3751903932894936e-10,4.787446284083183e-07,9.52205370207738e-08,2.12729711992424e-07
9599.0,,3.8690946881677433e-07,1.5476110494430645e-07,1.3677612322965228e-10,5.383579325501579e-07,1.0708202996655924e-07,2.450675883254526e-07
9840.0,,4.4043480845889773e-07,1.761615501698834e-07,1.357103842937974e-10,6.078665539753539e-07,1.2091249166362096e-07,2.839010084930713e-07
10080.0,,5.027113723545157e-07,2.01059573041319e-07,1.3439872718701253e-10,6.877825345381448e-07,1.3681389948570148e-07,3.298946039938991e-07
10319.0,,5.738740963449516e-07,2.2950871963148893e-07,1.329152815447132e-10,7.780408554283798e-07,1.547733970717224e-07,3.8340452427440745e-07
10559.0,,6.542972088504164e-07,2.61658201917732e-07,1.3131570066196198e-10,8.788825513228474e-07,1.7483901128821835e-07,4.449705900911843e-07
10800.0,,7.44091823065337e-07,2.9755205046493637e-07,1.2964770907218782e-10,9.90219882375607e-07,1.9699333455346254e-07,5.14935661782997e-07
11040.0,,8.427763310456231e-07,3.3699739871902557e-07,1.2795661856341168e-10,1.1112529773537418e-06,2.2107723803431844e-07,5.931631757851543e-07
11280.0,,9.498726871871784e-07,3.7980286487249165e-07,1.2627437712885926e-10,1.2412265450694913e-06,2.469404422637284e-07,6.794820908485444e-07
11519.0,,1.0641732282168413e-06,4.25485521220133e-07,1.246324303621124e-10,1.3785486330023176e-06,2.7426616061772437e-07,7.730840343181991e-07
11759.0,,1.1845503396064671e-06,4.7359453279362045e-07,1.2304998359495273e-10,1.52178605666117e-06,3.027691780912055e-07,8.731591741526323e-07
12000.0,,1.30964192836964e-06,5.235854441676997e-07,1.2154118968252441e-10,1.669282017622184e-06,3.3211976482422153e-07,9.786402877170862e-07
12240.0,,1.4376037872511003e-06,5.747212297317901e-07,1.2011915987009493e-10,1.818871623607307e-06,3.618870689611664e-07,1.0879830635093013e-06
12479.0,,1.5661020695091828e-06,6.260693116730453e-07,1.1879624417159603e-10,1.9678867151512212e-06,3.9154008038027443e-07,1.199142099838923e-06
12719.0,,1.692966619256709e-06,6.767626370292011e-07,1.1757838294944885e-10,2.1139149977058036e-06,4.20598698832786e-07,1.3101326020456592e-06
12960.0,,1.8169317960340514e-06,7.262956555000436e-07,1.1646100522303523e-10,2.2556252924218126e-06,4.4879795826535377e-07,1.4197090865982728e-06
13200.0,,1.9347614062637517e-06,7.733755059161647e-07,1.1545618880297495e-10,2.3894701708432744e-06,4.754318816855909e-07,1.5248365876993045e-06
13440.0,,2.0457520836732657e-06,8.177214114826729e-07,1.1455350020602065e-10,2.5148163059917407e-06,5.00374384728031e-07,1.6246925780812633e-06
13679.0,,2.1476951057573873e-06,8.584511464446628e-07,1.1375616410211286e-10,2.6293330647052554e-06,5.231616491483073e-07,1.7170936307058717e-06
13919.0,,2.2393067386073836e-06,8.950520858460518e-07,1.1306093714762884e-10,2.7317432605114574e-06,5.435395017266862e-07,1.8006771391248172e-06
14160.0,,2.3199031986895627e-06,9.27251297114807e-07,1.1246185186810387e-10,2.8214341011636185e-06,5.613859926467589e-07,1.8746356665337627e-06
14400.0,,2.388490623374923e-06,9.546519598554142e-07,1.1195726440904738e-10,2.8974368180952517e-06,5.765083651198975e-07,1.9378923725505735e-06
14639.0,,2.4456954563023715e-06,9.775045478728247e-07,1.1153568083080489e-10,2.960561986126821e-06,5.890679229161658e-07,1.990886890360304e-06
14879.0,,2.4913273760590873e-06,9.957332073779335e-07,1.111935794399848e-10,3.010694057662584e-06,5.990417118965346e-07,2.0333331355092143e-06
15120.0,,2.52562015737598e-06,1.0094314932760597e-06,1.1092619548516625e-10,3.048170695298908e-06,6.064969772172488e-07,2.0653604114568216e-06
15360.0,,2.549134009776937e-06,1.0188233561449275e-06,1.1072826784203456e-10,3.073674731147237e-06,6.115696697272061e-07,2.0874238697857186e-06
15600.0,,2.5631472612788787e-06,1.0244195615553436e-06,1.105900099147344e-10,3.088653357120806e-06,6.145477882957299e-07,2.100673702355846e-06
15839.0,,2.5685384361301485e-06,1.0265711619170245e-06,1.1050591828926286e-10,3.0941055484437537e-06,6.156301822456211e-07,2.10590313203899e-06
16079.0,,2.566452858405393e-06,1.0257357901326847e-06,1.1046967700123953e-10,3.0913163463230776e-06,6.150726376704314e-07,2.1041659071601784e-06
16320.0,,2.558118648626313e-06,1.0224041022616042e-06,1.104739311521321e-10,3.081645126090077e-06,6.131456829539898e-07,2.096605744506238e-06
16560.0,,2.5448716532858304e-06,1.0171098200099103e-06,1.105116938553136e-10,3.0665736971567767e-06,6.101442494461834e-07,2.0844680310811664e-06
16799.0,,2.5275823843235007e-06,1.0102006897915954e-06,1.105774524226302e-10,3.0470531474730666e-06,6.062575784411372e-07,2.0685731180422022e-06
17039.0,,2.507601446156856e-06,1.0022163286975008e-06,1.1066421491070588e-10,3.0245801358424647e-06,6.017835546199487e-07,2.0501805766128954e-06
17280.0,,2.486033667069414e-06,9.935981318297086e-07,1.1076559181588461e-10,3.0003736225287543e-06,5.969647593740035e-07,2.0303218111826558e-06
17520.0,,2.4637123079698664e-06,9.846789892801383e-07,1.108764197071237e-10,2.97535127093907e-06,5.919837992869934e-07,2.009774108958475e-06
17760.0,,2.441680186266191e-06,9.75875534799516e-07,1.1099040260735324e-10,2.9506692816048453e-06,5.870707679284401e-07,1.989503399494176e-06
17999.0,,2.4203212110705234e-06,9.673411279834222e-07,1.1110455241810789e-10,2.926749010653926e-06,5.823094887349397e-07,1.9698654975758046e-06
18239.0,,2.4006849097176766e-06,9.59495098235168e-07,1.1121229363734308e-10,2.9047603748872896e-06,5.779327897359419e-07,1.951825005505971e-06
18480.0,,2.3831301966422415e-06,9.524808332179727e-07,1.11310691526604e-10,2.8851023325471343e-06,5.74020044686147e-07,1.9357089382477368e-06
18720.0,,2.375221143174965e-06,9.493206523498534e-07,1.1135562990995141e-10,2.8762451103930005e-06,5.722571172153142e-07,1.928451945334938e-06
18959.0,,2.3594282784207942e-06,9.430103876691968e-07,1.1144644630442651e-10,2.8585573271821387e-06,5.687365991339226e-07,1.913968641152999e-06
19199.0,,2.34982591165779e-06,9.391736310457755e-07,1.1150234958732277e-10,2.8478014921779802e-06,5.665958116751471e-07,1.9051675401981754e-06
19440.0,,2.344069804595453e-06,9.368737018526018e-07,1.1153610366053225e-10,2.8413533795598426e-06,5.653124180109644e-07,1.8998936117695832e-06
19680.0,,2.3425569043787603e-06,9.362692026493851e-07,1.1154500528225643e-10,2.839658521593355e-06,5.649750844109888e-07,1.898507678641032e-06
19920.0,,2.3445730667167426e-06,9.370747868792882e-07,1.1153314532447839e-10,2.8419171623455747e-06,5.654246297707388e-07,1.9003546603125244e-06
20159.0,,2.350074613791318e-06,9.392730033244558e-07,1.1150089554504387e-10,2.848080083650849e-06,5.666512609563522e-07,1.9053954406593963e-06
20399.0,,2.3591845586898405e-06,9.429130060730016e-07,1.1144785891463047e-10,2.8582843445412466e-06,5.686822658701143e-07,1.913745210948949e-06
20640.0,,2.371682676304802e-06,9.479068061511426e-07,1.1137585378844933e-10,2.87228228193191e-06,5.714683654707892e-07,1.925206012324362e-06
20880.0,,2.3870264474163583e-06,9.540376401833865e-07,1.1128868993607905e-10,2.8894655313250926e-06,5.748884927968932e-07,1.9392848654464065e-06
21119.0,,2.405052703886757e-06,9.61240323925884e-07,1.1118810994199172e-10,2.9096513702885683e-06,5.789063045646274e-07,1.9558366443613315e-06
21359.0,,2.4252512158767656e-06,9.693110048230648e-07,1.1107791131367199e-10,2.932269825926435e-06,5.834083853546747e-07,1.97439694833253e-06
21600.0,,2.446815638523118e-06,9.779275178991604e-07,1.1096347180005655e-10,2.9564214443014764e-06,5.882157416171218e-07,1.9942271240658827e-06
21840.0,,2.469410963215161e-06,9.869560383003e-07,1.10847640875188e-10,2.9817375022258364e-06,5.932550260812639e-07,2.015019088950558e-06
22080.0,,2.491841413083094e-06,9.959188100551458e-07,1.1073766865574541e-10,3.0068883706279796e-06,5.98261624961103e-07,2.035669214276889e-06
22319.0,,2.5134772749955637e-06,1.0045642727555912e-06,1.106378448405386e-10,3.031182632761869e-06,6.030979693391122e-07,2.0555904186615904e-06
22559.0,,2.5330915784700263e-06,1.0124022227990511e-06,1.10555271035372e-10,3.053262882285841e-06,6.074939195964486e-07,2.0736412291862946e-06
22800.0,,2.54953596414154e-06,1.0189738739225325e-06,1.1049650138794822e-10,3.0718625804751317e-06,6.111974237899104e-07,2.0887485157335144e-06
23040.0,,2.5615894203081895e-06,1.0237914123847916e-06,1.1046833131837942e-10,3.0856351073842808e-06,6.139404868963473e-07,2.0997696372392644e-06
23279.0,,2.5679990888584013e-06,1.0263543061090388e-06,1.1047786634374758e-10,3.0931992956091014e-06,6.154482429284313e-07,2.10553157283304e-06
23519.0,,2.5673890284914813e-06,1.0261128298289893e-06,1.1053275987517171e-10,3.093031636024019e-06,6.154174802614863e-07,2.1047509552984997e-06
23760.0,,2.5584623434672103e-06,1.0225488139143813e-06,1.1064019695897901e-10,3.0836866816353184e-06,6.135605036805431e-07,2.0962261267086054e-06
24000.0,,2.539967082894261e-06,1.0151620430905356e-06,1.1080799527251702e-10,3.0637621107631625e-06,6.09598216020823e-07,2.0788076103743837e-06
24240.0,,2.5107792346673794e-06,1.003503378471374e-06,1.1104372384508911e-10,3.03198001688085e-06,6.032762633663945e-07,2.051483402176992e-06
24479.0,,2.469827936600898e-06,9.87144889196867e-07,1.1135590320133724e-10,2.987103856920088e-06,5.94348530311897e-07,2.0133135661949685e-06
24719.0,,2.4167457392246337e-06,9.659396099935084e-07,1.1174948616441103e-10,2.9286495576880854e-06,5.827186189476961e-07,1.964039869634234e-06
24960.0,,2.350885330633861e-06,9.396287545119462e-07,1.1223361949116244e-10,2.855804965468926e-06,5.682248828426243e-07,1.9031729499813538e-06
25200.0,,2.27223830703195e-06,9.082087363836805e-07,1.1281499452283952e-10,2.7684380001306026e-06,5.508410012007088e-07,1.8308482892731284e-06
25439.0,,2.181231763758363e-06,8.718499272425659e-07,1.1349957250848676e-10,2.6668783289701072e-06,5.306325540816962e-07,1.7476317484164249e-06
25679.0,,2.078744023056025e-06,8.309029528442008e-07,1.1429239378458259e-10,2.5519413480631075e-06,5.077617975104559e-07,1.6545255785725655e-06
25920.0,,1.966381825019353e-06,7.860094625469493e-07,1.1519498424355262e-10,2.4252516061573765e-06,4.825520229206341e-07,1.5532042003158942e-06
26160.0,,1.8449939858238166e-06,7.375082863006852e-07,1.1621695434877556e-10,2.2875755133009427e-06,4.5515578313377166e-07,1.444661778754498e-06
26400.0,,1.7174912493038284e-06,6.865621293232957e-07,1.1735197377387542e-10,2.14202529184154e-06,4.261924424065628e-07,1.3317246539042685e-06
26639.0,,1.5852793977861126e-06,6.337324273298712e-07,1.1860685730577523e-10,1.990028595284758e-06,3.959461656128001e-07,1.21584251060263e-06
26879.0,,1.451094359664777e-06,5.801121751264161e-07,1.1997561450517613e-10,1.8345710162995198e-06,3.650111433058925e-07,1.0995910471329357e-06
27120.0,,1.3173999615209954e-06,5.26685750410005e-07,1.2145167944573183e-10,1.678387238952687e-06,3.339316391731165e-07,9.85229150660779e-07
27360.0,,1.1863050940222285e-06,4.742958085624132e-07,1.2302791467353614e-10,1.5238642903818136e-06,3.031827300103915e-07,8.746286632467771e-07
27599.0,,1.0600090150192463e-06,4.238212425767177e-07,1.246897313432157e-10,1.3735690822777001e-06,2.7327527622201224e-07,7.696488050712548e-07
27839.0,,9.406169115106343e-07,3.7610349727207897e-07,1.2641396963731455e-10,1.2300457842731683e-06,2.4471559331233867e-07,6.719672008790658e-07
28080.0,,8.29018770577155e-07,3.3149846306897443e-07,1.281838781260464e-10,1.0944565148583142e-06,2.1773495980109805e-07,5.821789511876885e-07
28320.0,,7.26944092134071e-07,2.906976870863763e-07,1.2995648371365274e-10,9.690521593155278e-07,1.9278128061454286e-07,5.014812235293543e-07
28560.0,,6.345769791950697e-07,2.5377511542040564e-07,1.3169896261476097e-10,8.542601047158904e-07,1.6993958128455756e-07,4.297736348179685e-07
28799.0,,5.523251852299598e-07,2.208941447792881e-07,1.3335912549765825e-10,7.50818679706825e-07,1.4935673672026176e-07,3.671002809988911e-07
29039.0,,4.803372725227011e-07,1.9211461464183583e-07,1.3487184874424428e-10,6.591788138495104e-07,1.3112240970502242e-07,3.1327595048825407e-07
29280.0,,4.182254676932798e-07,1.672819708186202e-07,1.361658245124797e-10,5.791260927409202e-07,1.1519385285612149e-07,2.6770517631485605e-07
29520.0,,3.6545918784437846e-07,1.4618454824597888e-07,1.3715649490225095e-10,5.102526087095396e-07,1.0148980221621771e-07,2.2970357727665568e-07
29759.0,,3.214882373889461e-07,1.2860281058408e-07,1.3774493302414262e-10,4.5210354346232574e-07,8.991964516023765e-08,1.9859767075745472e-07
29999.0,,2.857087215977139e-07,1.1429570932158797e-07,1.3782162306195038e-10,4.041210145448927e-07,8.037224723225033e-08,1.7370728147460137e-07
30240.0,,2.575195373655333e-07,1.030232593064406e-07,1.3726773333890994e-10,3.6570346484884805e-07,7.272776499119676e-08,1.5439205599388343e-07
30480.0,,2.365083725317407e-07,9.46209119989979e-08,1.3595847632676068e-10,3.3644315165341605e-07,6.690489012463767e-08,1.4018118786281118e-07
30720.0,,2.224790032004148e-07,8.901047424845823e-08,1.3376682985442496e-10,3.1614724284398965e-07,6.286502530928012e-08,1.3078987064040638e-07
30959.0,,2.156475236026037e-07,8.627858194603882e-08,1.3057006447026237e-10,3.0507659634564955e-07,6.065975688581859e-08,1.2625173570742686e-07
31199.0,,2.1686403964989133e-07,8.676534961869667e-08,1.262706176360282e-10,3.0419904687361794e-07,6.048119485603524e-08,1.27073874664638e-07
31440.0,,2.280128203280541e-07,9.12243613253946e-08,1.207858565661032e-10,3.1560478991758365e-07,6.274448173149868e-08,1.3453138312512655e-07
31680.0,,2.528369526439771e-07,1.0115235014919643e-07,1.1408405163903642e-10,3.4338366144729294e-07,6.826213024398365e-08,1.5129733447265873e-07
31919.0,,2.9862108150392077e-07,1.1946183708643993e-07,1.0618283978739879e-10,3.9530770120436304e-07,7.857831020682753e-08,1.8278815523517802e-07
32159.0,,3.7978384748664966e-07,1.5191690996365047e-07,9.717686861202588e-11,4.862844962489715e-07,9.665496296838035e-08,2.4018813271540396e-07
32400.0,,5.267966184164343e-07,2.1069730758994304e-07,8.721971830335263e-11,6.466287123135548e-07,1.285151472336087e-07,3.4829457563157606e-07
32640.0,,8.043892828297492e-07,3.216716541496964e-07,7.676638516007068e-11,9.37503647821782e-07,1.8631035753817893e-07,5.631349560565995e-07
32880.0,,1.3490968311307158e-06,5.393933101086623e-07,6.678630850070262e-11,1.4805198142731482e-06,2.941983330610894e-07,1.011686335107432e-06
32940.0,,1.556553148551636e-06,6.223051188610044e-07,6.446989621301712e-11,1.680893643628282e-06,3.3400733907232946e-07,1.1893230709661192e-06
